sector,mean_ratio,min_ratio,max_ratio,std_ratio
Private,10.268738865191153,6.672611464968153,11.072992700729927,1.2258563925064991
Public,3.862009137178481,3.2598192019950125,4.10912675402992,0.2828757092794389
